frame,cid,orig_x,orig_y,cvat_x,cvat_y,dx,dy,dist_px
0,9,165.0,163.0,165.0,163.0,0.0,0.0,0.0
0,10,18.0,254.0,18.0,254.0,0.0,0.0,0.0
0,13,1155.0,100.0,1155.0,100.0,0.0,0.0,0.0
0,14,1159.0,259.0,1159.0,259.0,0.0,0.0,0.0
0,15,1163.0,464.0,1163.0,464.0,0.0,0.0,0.0
0,30,823.0,339.0,823.0,339.0,0.0,0.0,0.0
0,31,1489.0,358.0,1489.0,358.0,0.0,0.0,0.0
1,9,166.5,162.75,166.5,162.75,0.0,0.0,0.0
1,10,19.75,253.75,19.75,253.75,0.0,0.0,0.0
1,13,1155.25,100.0,1155.25,100.0,0.0,0.0,0.0
1,14,1159.25,259.0,1159.25,259.0,0.0,0.0,0.0
1,15,1163.5,464.0,1163.5,464.0,0.0,0.0,0.0
1,30,823.5,339.0,823.5,339.0,0.0,0.0,0.0
1,31,1489.25,358.25,1489.25,358.25,0.0,0.0,0.0
2,9,165.125,161.8125,165.12,161.81,-0.0049999999999954525,-0.0024999999999977263,0.00559016994374439
2,10,18.8125,252.8125,18.81,252.81,-0.002500000000001279,-0.0024999999999977263,0.0035355339059320342
2,13,1157.1875,100.25,1157.19,100.25,0.0025000000000545697,0.0,0.0025000000000545697
2,14,1160.6875,259.0,1160.69,259.0,0.0025000000000545697,0.0,0.0025000000000545697
2,15,1164.625,464.0,1164.62,464.0,-0.005000000000109139,0.0,0.005000000000109139
2,30,822.875,338.5,822.88,338.5,0.0049999999999954525,0.0,0.0049999999999954525
2,31,1493.6875,358.6875,1493.69,358.69,0.0025000000000545697,0.0024999999999977263,0.0035355339059697163
3,9,169.34375,161.109375,169.34,161.11,-0.0037499999999965894,0.0006250000000136424,0.003801726581435266
3,10,23.109375,251.859375,23.11,251.86,0.0006249999999994316,0.0006250000000136424,0.0008838834764924291
3,13,1160.140625,100.4375,1160.14,100.44,-0.0006249999998999556,0.0024999999999977263,0.0025769410159845675
3,14,1163.015625,259.0,1163.02,259.0,0.00437499999998181,0.0,0.00437499999998181
3,15,1166.46875,463.75,1166.47,463.75,0.0012500000000272848,0.0,0.0012500000000272848
3,30,825.65625,337.875,825.66,337.88,0.0037499999999681677,0.0049999999999954525,0.0062499999999772625
3,31,1495.515625,358.765625,1495.52,358.77,0.00437499999998181,0.00437499999998181,0.006187184335356566
4,9,172.7578125,160.83203125,172.76,160.83,0.002187499999990905,-0.0020312499999874944,0.0029851520585071384
4,10,26.33203125,251.14453125,26.33,251.14,-0.0020312500000017053,-0.004531250000013642,0.004965702681910242
4,13,1162.85546875,100.578125,1162.86,100.58,0.004531249999899956,0.0018749999999982947,0.00490386088318041
4,14,1165.26171875,259.0,1165.26,259.0,-0.001718750000009095,0.0,0.001718750000009095
4,15,1168.1015625,463.5625,1168.1,463.56,-0.0015625000000909495,-0.0024999999999977263,0.0029481191038139634
4,30,827.9921875,337.65625,827.99,337.66,-0.002187499999990905,0.003750000000025011,0.004341388746720086
4,31,1497.38671875,358.82421875,1497.39,358.82,0.0032812500001000444,-0.004218750000006821,0.005344572305219015
5,9,176.568359375,160.3740234375,176.57,160.37,0.0016406249999931788,-0.0040234374999954525,0.004345077641075275
5,10,29.9990234375,250.3583984375,30.0,250.36,0.0009765625,0.0016015625000136424,0.0018758136255652368
5,13,1166.1416015625,100.43359375,1166.14,100.43,-0.0016015624998999556,-0.003593749999993179,0.003934468388936015
5,14,1168.1962890625,259.0,1168.2,259.0,0.0037109375000454747,0.0,0.0037109375000454747
5,15,1170.576171875,463.421875,1170.58,463.42,0.0038281249999272404,-0.0018749999999840838,0.0042626477704600756
5,30,830.744140625,337.4921875,830.74,337.49,-0.004140624999990905,-0.002187499999990905,0.004682940490814493
5,31,1500.5400390625,359.1181640625,1500.54,359.12,-3.906250003637979e-05,0.0018359375000045475,0.0018363530114964388
6,9,180.92626953125,160.280517578125,180.93,160.28,0.003730468750006821,-0.0005175781249988631,0.0037662028902138017
6,10,34.249267578125,250.018798828125,34.25,250.02,0.000732421875,0.0012011718750102318,0.0014068602191739275
6,13,1169.356201171875,100.5751953125,1169.36,100.58,0.0037988281248999556,0.004804687499998295,0.0061250401709026184
6,14,1171.397216796875,259.0,1171.4,259.0,0.0027832031250909495,0.0,0.0027832031250909495
6,15,1173.68212890625,463.06640625,1173.68,463.07,-0.0021289062499363354,0.003593749999993179,0.00417699424029636
6,30,833.80810546875,337.369140625,833.81,337.37,0.0018945312499454303,0.0008593750000045475,0.0020803302736951673
6,31,1503.905029296875,359.338623046875,1503.91,359.34,0.0049707031250818545,0.001376953124974989,0.005157895837071247
7,9,184.4447021484375,160.21038818359375,184.44,160.21,-0.004702148437502274,-0.0003881835937420419,0.0047181443842633265
7,10,37.68695068359375,249.76409912109375,37.69,249.76,0.0030493164062477263,-0.004099121093759095,0.005108925942574652
7,13,1173.0171508789062,100.681396484375,1173.02,100.68,0.00284912109373181,-0.0013964843749931788,0.0031729575503538707
7,14,1174.7979125976562,259.0,1174.8,259.0,0.0020874023437045253,0.0,0.0020874023437045253
7,15,1176.5115966796875,463.0498046875,1176.51,463.05,-0.001596679687509095,0.00019531250001136868,0.0016085810508534634
7,30,836.8560791015625,337.27685546875,836.86,337.28,0.003920898437513642,0.003144531249972715,0.005026084095929145
7,31,1507.4287719726562,359.50396728515625,1507.43,359.5,0.0012280273438136646,-0.00396728515625,0.004152999237678191
8,9,188.83352661132812,159.9077911376953,188.83,159.91,-0.0035266113281124944,0.0022088623046840894,0.004161257038519212
8,10,42.26521301269531,249.3230743408203,42.27,249.32,0.004786987304690626,-0.003074340820319321,0.005689184382207252
8,13,1176.2628631591797,100.76104736328125,1176.26,100.76,-0.002863159179696595,-0.001047363281244884,0.003048712897466885
8,14,1178.0984344482422,259.25,1178.1,259.25,0.0015655517577215505,0.0,0.0015655517577215505
8,15,1179.6336975097656,463.287353515625,1179.63,463.29,-0.0036975097655158606,0.0026464843750204636,0.004547027382072006
8,30,840.1420593261719,337.2076416015625,840.14,337.21,-0.0020593261718886424,0.0023583984374795364,0.003130953125189109
8,31,1511.0715789794922,359.8779754638672,1511.07,359.88,-0.0015789794922511646,0.0020245361328079525,0.0025674740096045226
9,9,194.3751449584961,159.43084335327148,194.38,159.43,0.0048550415039017025,-0.0008433532714775538,0.004927745198883562
9,10,47.698909759521484,248.99230575561523,47.7,248.99,0.0010902404785184672,-0.00230575561522528,0.002550516272863807
9,13,1180.4471473693848,100.82078552246094,1180.45,100.82,0.0028526306152798497,-0.0007855224609443212,0.002958808368901223
9,14,1182.0738258361816,259.4375,1182.07,259.44,-0.0038258361817042896,0.0024999999999977263,0.004570232213928116
9,15,1183.2252731323242,463.21551513671875,1183.23,463.22,0.00472686767579944,0.004484863281277285,0.006515924851950554
9,30,843.8565444946289,337.1557312011719,843.86,337.16,0.0034555053711073924,0.004268798828150011,0.005492099853878018
9,31,1515.3036842346191,360.1584815979004,1515.3,360.16,-0.0036842346191860997,0.001518402099634386,0.003984862565432271
10,9,199.28135871887207,159.3231325149536,199.28,159.32,-0.0013587188720691756,-0.0031325149536201025,0.0034144936532332997
10,10,52.27418231964111,248.99422931671143,52.27,248.99,-0.004182319641110155,-0.004229316711416686,0.005948017940951778
10,13,1184.8353605270386,100.8655891418457,1184.84,100.87,0.004639472961343927,0.0044108581543014225,0.006401591912673654
10,14,1186.0553693771362,259.578125,1186.06,259.58,0.004630622863714962,0.0018749999999840838,0.004995827569672523
10,15,1186.4189548492432,463.16163635253906,1186.42,463.16,0.001045150756908697,-0.001636352539037489,0.0019416461409539224
10,30,847.3924083709717,337.1167984008789,847.39,337.12,-0.00240837097169333,0.0032015991210982975,0.004006305988003471
10,31,1519.2277631759644,360.3688611984253,1519.23,360.37,0.002236824035662721,0.0011388015747115787,0.002510030038283214
11,9,205.46101903915405,159.7423493862152,205.46,159.74,-0.0010190391540447763,-0.002349386215200866,0.00256087023990911
11,10,58.705636739730835,249.49567198753357,58.71,249.5,0.004363260269165892,0.004328012466430664,0.006145708428331176
11,13,1188.376520395279,101.14919185638428,1188.38,101.15,0.0034796047211784753,0.0008081436157283406,0.0035722185150533566
11,14,1189.7915270328522,259.68359375,1189.79,259.68,-0.0015270328522092314,-0.003593749999993179,0.003904723856328029
11,15,1190.0642161369324,462.8712272644043,1190.06,462.87,-0.0042161369324276166,-0.0012272644042923275,0.004391126114224363
11,30,851.5443062782288,337.0875988006592,851.54,337.09,-0.004306278228796145,0.0024011993407953014,0.004930495964711811
11,31,1522.6708223819733,360.27664589881897,1522.67,360.28,-0.000822381973193842,0.0033541011810029886,0.003453448543447526
12,9,212.84576427936554,160.3067620396614,212.85,160.31,0.004235720634454765,0.003237960338594803,0.005331577294521655
12,10,66.27922755479813,250.12175399065018,66.28,250.12,0.0007724452018749162,-0.0017539906501724545,0.0019165476228865197
12,13,1192.5323902964592,101.61189389228821,1192.53,101.61,-0.002390296459225283,-0.0018938922882085762,0.0030496467274621895
12,14,1193.8436452746391,260.0126953125,1193.84,260.01,-0.003645274639211493,-0.002695312500009095,0.004533512619149058
12,15,1194.0481621026993,462.6534204483032,1194.05,462.65,0.0018378973006747401,-0.0034204483032453936,0.0038829541695726707
12,30,855.9082297086716,337.3156991004944,855.91,337.32,0.0017702913283983435,0.004300899505608413,0.004650985696037461
12,31,1526.50311678648,360.2074844241142,1526.5,360.21,-0.003116786479949951,0.0025155758857522414,0.004005306479980899
13,9,219.38432320952415,160.73007152974606,219.38,160.73,-0.0043232095241592106,-7.152974606583484e-05,0.0043238012320587944
13,10,72.9594206660986,250.34131549298763,72.96,250.34,0.0005793339013990817,-0.0013154929876293409,0.001437410717162026
13,13,1196.6492927223444,101.95892041921616,1196.65,101.96,0.0007072776556924509,0.0010795807838377414,0.0012906340887616139
13,14,1197.6327339559793,260.259521484375,1197.63,260.26,-0.0027339559792380896,0.00047851562499090505,0.002775516618536473
13,15,1197.7861215770245,462.7400653362274,1197.79,462.74,0.0038784229755037813,-6.533622740789724e-05,0.00387897326615272
13,30,859.6811722815037,337.4867743253708,859.68,337.49,-0.0011722815037273904,0.0032256746292205207,0.003432086936191782
13,31,1530.62733758986,360.15561331808567,1530.63,360.16,0.002662410140146676,0.00438668191435454,0.0051314136426603785
14,9,225.53824240714312,160.79755364730954,225.54,160.8,0.0017575928568760446,0.0024463526904696664,0.0030122705948685737
14,10,79.21956549957395,250.25598661974072,79.22,250.26,0.000434500426052864,0.0040133802592663415,0.00403683189217843
14,13,1200.9869695417583,102.21919031441212,1200.99,102.22,0.003030458241710221,0.0008096855878818587,0.0031367607345752393
