Skupaj Igralcev (vsota),Pravilno Razvrščeni (vsota),Točnost (%) - povprečje,Točnost (%) - uteženo,Precision (%) - povprečje,Recall (%) - povprečje,F1-score (%) - povprečje
125,122,97.62,97.6,100.0,95.0,97.27
